source_system,source_table,source_column,source_data_type,target_table,target_column,target_data_type,transformation_logic,is_partition_column,is_cluster_column,notes
Postgres,products,PRODUCT_NAME,VARCHAR,stg_products,product_name,STRING,CAST(PRODUCT_NAME AS STRING),False,False,NOT NULL in source; VARCHAR maps to STRING in BigQuery
Postgres,products,SKU,VARCHAR,stg_products,sku,STRING,CAST(SKU AS STRING),False,False,NOT NULL in source; business-level unique identifier; VARCHAR maps to STRING in BigQuery
Postgres,products,CATEGORY_ID,INTEGER,stg_products,category_id,INT64,CAST(CATEGORY_ID AS INT64),False,True,Nullable FK to stg_categories; primary cluster column to accelerate category-level product performance reporting
Postgres,products,SUPPLIER_ID,INTEGER,stg_products,supplier_id,INT64,CAST(SUPPLIER_ID AS INT64),False,True,Nullable FK to stg_suppliers; secondary cluster column to accelerate supplier-level product queries
Postgres,products,UNIT_PRICE,NUMERIC,stg_products,unit_price,NUMERIC,CAST(UNIT_PRICE AS NUMERIC),False,False,NOT NULL; NUMERIC type retained in BigQuery to preserve arbitrary precision for financial calculations
Postgres,products,DESCRIPTION,TEXT,stg_products,description,STRING,CAST(DESCRIPTION AS STRING),False,False,Nullable; PostgreSQL TEXT maps to STRING in BigQuery
Postgres,products,IS_ACTIVE,BOOLEAN,stg_products,is_active,BOOL,CAST(IS_ACTIVE AS BOOL),False,True,NOT NULL; tertiary cluster column; low cardinality but ubiquitous filter in product performance queries (active products only)
Postgres,products,CREATED_AT,TIMESTAMP,stg_products,created_at,TIMESTAMP,CAST(CREATED_AT AS TIMESTAMP),False,False,NOT NULL; record creation timestamp; not used as partition column as updated_at is preferred for incremental watermark alignment
Postgres,products,UPDATED_AT,TIMESTAMP,stg_products,updated_at,TIMESTAMP,CAST(UPDATED_AT AS TIMESTAMP),True,False,NOT NULL; partition column with DAY granularity aligning with daily incremental cadence; doubles as Airflow watermark column for incremental extraction; supports partition pruning on date-range scans
Postgres,inventory,INVENTORY_ID,BIGINT,stg_inventory,inventory_id,INT64,CAST(INVENTORY_ID AS INT64),False,False,Primary key; NOT NULL; BIGINT maps to INT64 in BigQuery; UPSERT merge key for watermark-based daily incremental load
Postgres,inventory,PRODUCT_ID,INTEGER,stg_inventory,product_id,INT64,CAST(PRODUCT_ID AS INT64),False,True,NOT NULL FK to stg_products; primary cluster column to accelerate product-level inventory trend analysis
Postgres,inventory,WAREHOUSE_CODE,VARCHAR,stg_inventory,warehouse_code,STRING,CAST(WAREHOUSE_CODE AS STRING),False,True,NOT NULL; secondary cluster column to support warehouse-level inventory slice queries; VARCHAR maps to STRING
Postgres,inventory,QUANTITY_ON_HAND,INTEGER,stg_inventory,quantity_on_hand,INT64,CAST(QUANTITY_ON_HAND AS INT64),False,False,NOT NULL; primary metric for inventory trend analysis and stock management dashboards
Postgres,inventory,REORDER_LEVEL,INTEGER,stg_inventory,reorder_level,INT64,CAST(REORDER_LEVEL AS INT64),False,False,Nullable; reorder threshold used to derive stock alert logic downstream
Postgres,inventory,LAST_RESTOCKED_DATE,DATE,stg_inventory,last_restocked_date,DATE,CAST(LAST_RESTOCKED_DATE AS DATE),False,False,Nullable; DATE type maps natively to DATE in BigQuery with no precision loss
Postgres,inventory,CREATED_AT,TIMESTAMP,stg_inventory,created_at,TIMESTAMP,CAST(CREATED_AT AS TIMESTAMP),False,False,NOT NULL; record creation timestamp
Postgres,inventory,UPDATED_AT,TIMESTAMP,stg_inventory,updated_at,TIMESTAMP,CAST(UPDATED_AT AS TIMESTAMP),True,False,NOT NULL; partition column with DAY granularity aligning with daily incremental cadence; doubles as Airflow watermark column for incremental extraction; supports partition pruning on date-range scans for inventory trend queries
